Captura,Web,Evento,Titulo,Categoria,Novedad,Ubicación,Localidad,Precio,Descuento,Fechas,Fecha_inicio,Fecha_fin,Duracion,Idioma,Publico,Puntuación,Valoración,Opiniones
07/04/2019 17:01,Atrapalo,musica,Els Pets + Artista convidat - 57º Festival Porta Ferrada,Conciertos,,Espai Port,Sant Feliu de Guixols,25,,,2019/08/01,2019/08/01,NA,,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,musica,Els Pets + Pavvla - Empúries: Concerts al Fòrum Romà,Conciertos,,Fòrum Romà de Empúries,L'Escala,24,6,,2019/08/12,2019/08/12,120 minutos,Castellano,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,musica,En Paral.lel,Conciertos,,Teatre Condal,Barcelona,15,,07 abr al 26 may,2019/04/07,2019/05/26,60,Catalán,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,musica,Encuentro con el Tango,Conciertos,,Pequeño Teatro Gran Vía de Madrid ,Madrid,12,,12 may al 23 jun,2019/05/12,2019/06/23,NA,,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,musica,Enric Montefusco - Guitar BCN Festival 2019,Conciertos,,Sala Apolo,Barcelona,18,,,2019/05/16,2019/05/16,NA,,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,musica,Escola de Rock Festival Apolo,Conciertos,,La [2] de Apolo ,Barcelona,10,2,,2019/11/17,2019/11/17,NA,,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,musica,Escola de Rock Festival Apolo,Conciertos,,La [2] de Apolo ,Barcelona,10,2,,2019/05/19,2019/05/19,2 horas y 45 minutos,,Familiar,,,
07/04/2019 17:01,Atrapalo,musica,Felix Rossy Quartet,Conciertos,,Jamboree,Barcelona,15,,,2019/04/10,2019/04/10,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,musica,"Festival de Fado 2019 - Carlos do Carmo, en concierto",Conciertos,,Teatro Nuevo Apolo,Madrid,18,,,2019/06/23,2019/06/23,Entre 60 y 70 minutos,Español,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,musica,Festival Trap Barcelona,Conciertos,,Sala Apolo,Barcelona,19,5,,2019/05/25,2019/05/25,3 horas,,Adultos,,,
07/04/2019 17:01,Atrapalo,musica,Flamenco en Café Ziryab,Conciertos,,Café Ziryab,Madrid,20,5,08 abr al 27 jun,2019/04/08,2019/06/27,80 minutos,,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,musica,Forever Jackson,Conciertos,,La Daurada Beach Club,Vilanova i la Geltrú,20,,,2019/06/22,2019/06/22,NA,,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,musica,"Forever Jackson, en Girona",Tributos,,Sala La Mirona,Salt,18,,,2019/06/21,2019/06/21,NA,,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,musica,Fort Festival 2019 Tossa de Mar,Festivales,,Recinto amurallado de la Vila Vella,Tossa de Mar,42,,,,,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,musica,Gary Clark Jr. - 7è Festival Jardins Pedralbes,Conciertos,,Festival de Pedralbes,Barcelona,28,,,2019/06/29,2019/06/29,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,musica,Gecko Turner - 57º Festival Porta Ferrada,Conciertos,,Teatre Auditori Narcís Masferrer,Sant Feliu de Guixols,23,,,2019/08/18,2019/08/18,NA,,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,musica,Gerónimo Rauch en concert,Conciertos,,Teatre Condal,Barcelona,25,,,2019/06/21,2019/06/21,75 minutos,Castellano y Inglés,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,musica,Gilberto Gil - 7è Festival Jardins Pedralbes,Conciertos,,Festival de Pedralbes,Barcelona,36,,,2019/07/08,2019/07/08,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,musica,God Save the Queen - 57º Festival Porta Ferrada,Tributos,,Espai Port,Sant Feliu de Guixols,28,,,2019/07/29,2019/07/29,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,"Gran Partita de W.A Mozart, en Altea",Clásica,,Palau Altea,Altea,10,,,2019/06/09,2019/06/09,90,Castellano,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Herois del cinema,Clásica,,Teatre del Mercat Vell,Ripollet,12,4,,2019/04/26,2019/04/26,1 hora y 10 minutos,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Hotel Cochambre,Conciertos,,Sarau 08911,Badalona,12,3,,2019/05/25,2019/05/25,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,I Want U Back - El gran homenaje a Michael Jackson,Tributos,,Sala Mon Live (Antigua Penélope),Madrid,18,4,,2019/05/31,2019/05/31,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,II Festival Internacional de Guitarra Ferran Sor,Clásica,,Auditorio Eduard Toldrà del Conservatorio Municipal de Música de Barcelona,Barcelona,5,,,,,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Illumination - Rob Garcia,Conciertos,,Jamboree,Barcelona,20,,,2019/04/17,2019/04/17,1 hora,Español,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Ismael Serrano - Empúries: Concerts al Fòrum Romà,Conciertos,,Fòrum Romà de Empúries,L'Escala,28,7,,2019/08/13,2019/08/13,120,Castellano,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Itaca Band - Guitar BCN Festival 2019,Conciertos,,Razzmatazz,Barcelona,12,,,2019/05/11,2019/05/11,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Jamboree Jam,Conciertos,,Jamboree,Barcelona,5,,08 abr al 27 may,2019/04/08,2019/05/27,3 horas,Español,Adultos,9.6,Extraordinario,5 opiniones
07/04/2019 17:02,Atrapalo,musica,Joan Colomo - 57º Festival Porta Ferrada,Conciertos,,Teatre Auditori Narcís Masferrer,Sant Feliu de Guixols,15,,,2019/08/11,2019/08/11,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Joan Dausà - 57º Festival Porta Ferrada,Conciertos,,Espai Port,Sant Feliu de Guixols,18,,,2019/08/16,2019/08/16,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Josep Bros - 57º Festival Porta Ferrada,Clásica,,Església del Monestir,Sant Feliu de Guixols,33,,,2019/08/06,2019/08/06,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Josep Colom - Ciclo de Grandes Intérpretes,Clásica,,Auditorio Nacional de Música - Sala sinfónica,Madrid,17,3,,2019/05/07,2019/05/07,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Joss Stone - 7è Festival Jardins Pedralbes,Conciertos,,Festival de Pedralbes,Barcelona,32,,,2019/07/03,2019/07/03,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,José del Tomate - Panorama Flamenco,Conciertos,,Teatre Talia,Valencia,17,,,2019/04/09,2019/04/09,90 minutos,Castellano,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Juan de Pilar - Panorama Flamenco,Conciertos,,Teatre Talia,Valencia,13,,,2019/05/01,2019/05/01,90 minutos,Castellano,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Juan Pérez Floristán - Ciclo Grandes Intérpretes,Clásica,,Auditorio Nacional de Música - Sala sinfónica,Madrid,8,9,,2019/09/11,2019/09/11,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,"Ketama - No estamos locos Tour, en Córdoba",Conciertos,,Teatro de la Axerquía,Córdoba,32,,,2019/05/04,2019/05/04,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Khatia Buniatishvli - Ciclo Grandes Intérpretes,Clásica,,Auditorio Nacional de Música - Sala sinfónica,Madrid,17,3,,2019/10/29,2019/10/29,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Komraus - Guitar BCN Festival 2019,Conciertos,,BARTS,Barcelona,12,,,2019/04/26,2019/04/26,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,L'Ultim Indi - 57º Festival Porta Ferrada,Conciertos,,Teatre Auditori Narcís Masferrer,Sant Feliu de Guixols,20,,,2019/08/04,2019/08/04,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,La Fiesta Naranja 2019 (Radical),Festivales,,La Cubierta de Leganés,Leganés,20,,,2019/06/15,2019/06/15,12 horas,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,La Vida en un Tango,Conciertos,,Teatro de la Estación,Zaragoza,10,2,,2019/04/27,2019/04/27,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Les Estacions,Clásica,,Teatre del Mercat Vell,Ripollet,12,4,,2019/05/31,2019/05/31,1 hora y 15 minutos,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Les pêcheurs de perles,Clásica,,Gran Teatre del Liceu,Barcelona,11,,13 may al 25 may,2019/05/13,2019/05/25,2 horas y 30 minutos,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Los Hermanos Cubero - Festival Telefèric,Conciertos,,La Donzella de la Costa,Badalona,8,4,,2019/04/28,2019/04/28,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,Los Planetas Sinfónico - 7è Festival Jardins Pedralbes,Conciertos,,Festival de Pedralbes,Barcelona,18,,,2019/06/14,2019/06/14,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,"Los Sabandeños, en concierto",Conciertos,,Teatro EDP Gran Vía,Madrid,25,,,2019/05/18,2019/05/18,90 minutos,Castellano,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Luis Robisco - Guitarra Española Obras Maestras,Clásica,,Basílica de Santa Maria del Pi,Barcelona,15,8,21 abr al 17 may,2019/04/21,2019/05/17,75 minutos,,Para todas las edades,8.4,Muy bueno,9 opiniones
07/04/2019 17:02,Atrapalo,musica,Luz Casal - 57º Festival Porta Ferrada,Conciertos,,Espai Port,Sant Feliu de Guixols,28,,,2019/08/06,2019/08/06,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Madrid Hot Jazz Band en concierto,Conciertos,,Rêver Club,Madrid,10,,,2019/04/11,2019/04/11,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Maika Makovski - Festival Telefèric,Conciertos,,Sarau 08911,Badalona,13,3,,2019/05/03,2019/05/03,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,"Maka, en Girona",Conciertos,,Sala La Mirona,Salt,15,,,2019/06/22,2019/06/22,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,"Malevaje, en concierto",Conciertos,,Teatre Talia,Valencia,20,,,2019/05/21,2019/05/21,90 minutos,Castellano,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Manuel Carrasco - 57º Festival Porta Ferrada,Conciertos,,Guíxols Arena,Sant Feliu de Guixols,38,,,2019/08/09,2019/08/09,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Manuel Carrasco - Tarragona,Conciertos,,Tarraco Arena (antigua Plaza de Toros),Tarragona,35,,,2019/08/10,2019/08/10,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,"Marc Vives Muñoz, La fiesta",Conciertos,,Antic Teatre,Barcelona,12,3,23 may al 26 may,2019/05/23,2019/05/26,60 minutos,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Marcus Miller - Guitar BCN Festival 2019,Conciertos,,BARTS,Barcelona,30,,,2019/05/29,2019/05/29,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Marea - 57º Festival Porta Ferrada,Conciertos,,Espai Port,Sant Feliu de Guixols,31,,,2019/08/10,2019/08/10,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Marga Mbande,Conciertos,,Jamboree,Barcelona,15,,,2019/04/20,2019/04/20,60 minutos,Español,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Mariah Carey - Caution World Tour - 7è Festival Jardins Pedralbes,Conciertos,,Festival de Pedralbes,Barcelona,138,,,2019/06/10,2019/06/10,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,Marta Delmont - Guitar BCN Festival 2019,Conciertos,,BARTS,Barcelona,12,,,2019/05/17,2019/05/17,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Martha Argerich & Kremerata Baltica - Ciclo Grandes Intérpretes,Clásica,,Auditorio Nacional de Música - Sala sinfónica,Madrid,32,6,,2019/11/26,2019/11/26,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Melody Gardot - 57º Festival Porta Ferrada,Conciertos,,Espai Port,Sant Feliu de Guixols,38,,,2019/07/20,2019/07/20,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Michael Legend - Tributo a Michael Jackson,Tributos,,Teatro EDP Gran Vía,Madrid,15,10,21 ago al 08 sep,2019/08/21,2019/09/08,2 horas,Castellano,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Miquel Abras - Strenes 2019,Conciertos,,Escaleras de la Catedral de Girona,Girona,20,,,2019/05/05,2019/05/05,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,"Miriam Rodríguez, en concierto - Tour Contigo",Conciertos,,BARTS,Barcelona,35,,,2019/06/07,2019/06/07,90 minutos,Español,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Mishima  - Strenes 2019,Conciertos,,Escaleras de la Catedral de Girona,Girona,22,,,2019/05/03,2019/05/03,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Momentos de cine. Las bandas sonoras imprescindibles,Clásica,,Auditorio Nacional de Música - Sala sinfónica,Madrid,20,3,,2019/06/08,2019/06/08,120 minutos,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Mozart vs Beethoven: Del Clasicismo al Romanticismo,Clásica,,Teatro Real Carlos III de Aranjuez,Aranjuez,17,3,,2019/05/18,2019/05/18,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Mozart y Mahler,Clásica,,Auditorio Nacional de Música - Sala sinfónica,Madrid,39,,,2019/05/16,2019/05/16,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Músicas diversas,Conciertos,,Teatro Real Carlos III de Aranjuez,Aranjuez,"11,50","2,50",,2019/05/25,2019/05/25,NA,,Para todas las edades,10,Extraordinario,2 opiniones
07/04/2019 17:02,Atrapalo,musica,Nes. Ahlam,Conciertos,,Pequeño Teatro Gran Vía de Madrid ,Madrid,15,,,2019/05/20,2019/05/20,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,"Noche salsera en La Mirona, con Adrián & Anita y Patente Urbana",Fiestas,,Sala La Mirona,Salt,15,5,,2019/04/18,2019/04/18,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,Off Liceu - Diàlegs musicals,Conciertos,,Gran Teatre del Liceu - Sala Foyer,Barcelona,10,,,2019/05/03,2019/05/03,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Olga María Ramos - Del cuplé a la revista,Tributos,,Gran Teatro Bankia Príncipe Pío,Madrid,"13,50","1,50",,2019/05/12,2019/05/12,70 minutos aprox.,Español,Para todas las edades,10,Extraordinario,4 opiniones
07/04/2019 17:02,Atrapalo,musica,Olga María Ramos - Revista y Cuplé,Conciertos,,Teatro Prosperidad,Madrid,18,7,,2019/04/26,2019/04/26,1 hora y media,,Para todas las edades,9.0,Extraordinario,141 opiniones
07/04/2019 17:02,Atrapalo,musica,Only Ibiza Boat Party,Fiestas,,Bar situado en la Playa den Bossa,Ibiza Ciudad,50,29,01 jun al 30 sep,2019/06/01,2019/09/30,210 minutos,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,"Paco Candela - Gira Mi Mundo, en Girona",Conciertos,,Auditori de Girona - Sala Montsalvatge,Girona,35,,,2019/07/14,2019/07/14,120 minutos,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Panxi,Conciertos,,Teatro Círculo,Valencia,9,,,2019/04/18,2019/04/18,50 minutos,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Pavvla - Strenes 2019,Conciertos,,Auditori de la Mercè,Girona,15,,,2019/04/13,2019/04/13,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Pedro Berruezo - 57º Festival Porta Ferrada,Conciertos,,Església del Monestir,Sant Feliu de Guixols,20,,,2019/08/20,2019/08/20,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Pedro Javier González & Dance,Conciertos,,Palau de la Música Catalana,Barcelona,25,14,,2019/05/14,2019/05/14,80 minutos,,Para todas las edades,10,Extraordinario,7 opiniones
07/04/2019 17:02,Atrapalo,musica,Pedro Javier González - Santa Maria del Pi,Clásica,,Basílica de Santa Maria del Pi,Barcelona,15,8,08 abr al 30 may,2019/04/08,2019/05/30,75 minutos,,Para todas las edades,8.9,Excelente,75 opiniones
07/04/2019 17:02,Atrapalo,musica,Pepe Luis Carmona Habichuela - Panorama Flamenco,Conciertos,,Teatre Talia,Valencia,16,,,2019/05/14,2019/05/14,90 minutos,Castellano,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,Pere Martínez - Festival Ciutat Flamenco,Conciertos,,Luz de Gas,Barcelona,15,3,,2019/05/23,2019/05/23,90 minutos,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Peter Bence - 20º Festival Mil·lenni,Conciertos,,BARTS,Barcelona,28,,,2019/05/23,2019/05/23,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Piano a cuatro manos,Clásica,,Teatro de la Estación,Zaragoza,10,2,,2019/05/14,2019/05/14,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Pierre Dørge & New Jungle Orchesta,Conciertos,,Nova Jazz Cava,Terrassa,13,2,,2019/04/26,2019/04/26,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,"Pink Tones - Tributo a Pink Floyd, en Barcelona",Tributos,,BARTS,Barcelona,25,,,2019/11/08,2019/11/08,NA,,Para todas las edades,10,Extraordinario,4 opiniones
07/04/2019 17:02,Atrapalo,musica,Plataforma. Protagonistes del Mil·lenni,Conciertos,,Teatre Condal,Barcelona,15,,,2019/05/06,2019/05/06,75 minutos,Castellano,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,"Prueba N,2 + A Violent Death",Conciertos,,Réplika Teatro,Madrid,12,2,,2019/04/26,2019/04/26,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,"Queen Forever - Bohemian Rhapsody Tour, en Girona",Tributos,,Sala La Mirona,Salt,24,,,2019/11/22,2019/11/22,90 minutos,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,"Queen Forever - Bohemian Rhapsody Tour, en Madrid",Tributos,,Sala Mon Live (Antigua Penélope),Madrid,24,,,2019/11/15,2019/11/15,90 minutos,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,"Queen Forever - Bohemian Rhapsody Tour, en Murcia",Tributos,,Sala Gamma,Murcia,24,,,2019/10/18,2019/10/18,90 minutos,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,"Queen Forever - Bohemian Rhapsody Tour, en Málaga",Tributos,,Sala París 15,Málaga,24,,,2019/10/11,2019/10/11,90 minutos,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,"Queen Forever - Bohemian Rhapsody Tour, en Sevilla",Tributos,,Sala Custom,Sevilla,24,,,2019/10/05,2019/10/05,90 minutos,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,"Queen Forever - Bohemian Rhapsody Tour, en Valencia",Tributos,,Sala Moon,Valencia,24,,,2019/10/19,2019/10/19,90 minutos,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,Quimi Portet - Festival Telefèric,Conciertos,,Sarau 08911,Badalona,13,3,,2019/04/30,2019/04/30,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,Quinta de Shostakóvich - Temporada Ibercamera,Clásica,,L'Auditori,Barcelona,17,3,,2019/05/08,2019/05/08,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Ran Ran Ran + Invisible Harvey - Guitar BCN Festival 2019,Conciertos,,BARTS,Barcelona,12,,,2019/05/03,2019/05/03,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,"Rayden, Sinónimo Tour en Girona",Conciertos,,Sala La Mirona,Salt,18,7,,2019/04/13,2019/04/13,90 minutos,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Riner Scivally Cuarteto,Conciertos,,Nova Jazz Cava,Terrassa,13,2,,2019/04/13,2019/04/13,1 hora y 30 minutos,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Rita?s Lunch en Autocine Madrid,Fiestas,,Autocine Madrid,Madrid,5,,13 abr al 14 abr,2019/04/13,2019/04/14,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Roger Mas - Festival Telefèric,Conciertos,,Sarau 08911,Badalona,13,3,,2019/04/26,2019/04/26,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,Rolando Villazón - 7è Festival Jardins Pedralbes,Clásica,,Festival de Pedralbes,Barcelona,38,,,2019/06/17,2019/06/17,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,Ron Vincent sings Cat Stevens,Tributos,,BARTS,Barcelona,"23,50",,,2019/04/07,2019/04/07,90 minutos,Español,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Salif Keita + The Wailers - 57º Festival Porta Ferrada,Conciertos,,Espai Port,Sant Feliu de Guixols,35,,,2019/07/30,2019/07/30,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Salvador Sobral - Festival (a)phònica,Conciertos,,Club Natació Banyoles,Banyoles,23,5,,2019/06/28,2019/06/28,90 minutos,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Samantha Navarro - Festival BarnaSants,Conciertos,,Auditori Barradas,Hospitalet de Llobregat,10,5,,2019/04/11,2019/04/11,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Scaramouche,Conciertos,,Jamboree,Barcelona,15,,,2019/04/16,2019/04/16,1 hora,Español,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Shinova - 20º Festival Mil·lenni,Conciertos,,Sala Apolo,Barcelona,15,,,2019/04/26,2019/04/26,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,"Shéhérezade de Rimski-Kórsakov, en Sant Cugat",Clásica,,Teatre-Auditori de Sant Cugat,Sant Cugat del Vallès,20,,,2019/04/14,2019/04/14,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Sinfónica de Viena - Temporada Ibercamera,Clásica,,L'Auditori,Barcelona,"24,65","4,35",,2019/06/19,2019/06/19,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Sofie Dee & August Tharrats,Conciertos,,Jamboree,Barcelona,15,,,2019/05/03,2019/05/03,1 hora,Español,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Solistes Covent Garden - 57º Festival Porta Ferrada,Clásica,,Església del Monestir,Sant Feliu de Guixols,28,,,2019/08/13,2019/08/13,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Sonata Kreutzer - Temporada Ibercamera,Clásica,,Palau de la Música Catalana,Barcelona,"13,60","2,40",,2019/05/29,2019/05/29,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Sons of the east - Guitar BCN Festival 2019,Conciertos,,La [2] de Apolo ,Barcelona,20,,,2019/06/17,2019/06/17,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,"Strad, el pequeño violinista rebelde",Conciertos,,Teatro Fígaro ,Madrid,12,2,13 abr al 27 abr,2019/04/13,2019/04/27,NA,,Familiar,,,
07/04/2019 17:02,Atrapalo,musica,Sweet Emotion- Tributo a Aerosmith,Tributos,,Sarau 08911,Badalona,12,3,,2019/04/18,2019/04/18,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,Tablao de Músics: xHerencia - Festival Ciutat Flamenco,Conciertos,,Taller de Músics 24,Barcelona,12,,,2019/05/25,2019/05/25,75 minutos,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Talco + Panallet en Manresa,Conciertos,,Sala Stroika,Manresa,15,5,,2019/05/03,2019/05/03,180 minutos,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,The Beach Boys - 7è Festival Jardins Pedralbes,Conciertos,,Festival de Pedralbes,Barcelona,48,,,2019/07/12,2019/07/12,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,The Chieftains con Carlos Núñez - 7è Festival Jardins Pedralbes,Conciertos,,Festival de Pedralbes,Barcelona,34,,,2019/07/04,2019/07/04,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,The Human League - 57º Festival Porta Ferrada,Conciertos,,Espai Port,Sant Feliu de Guixols,38,,,2019/08/14,2019/08/14,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,The Manil·las - Strenes 2019,Conciertos,,Auditori de la Mercè,Girona,15,,,2019/04/12,2019/04/12,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,The Secret Investment & Company,Conciertos,,Jamboree,Barcelona,12,,07 abr al 28 abr,2019/04/07,2019/04/28,60 minutos,Español,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Todo opera en el museo Meam,Clásica,,Museu Europeu de Art Modern (MEAM),Barcelona,25,5,07 abr al 30 jun,2019/04/07,2019/06/30,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Transmission the Sound of Joy Division,Tributos,,Legends Dance Hall,Terrassa,10,5,,2019/10/05,2019/10/05,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Traster Grup,Conciertos,,Nova Jazz Cava,Terrassa,10,2,,2019/04/12,2019/04/12,1 hora y 30 minutos,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Tribut Amy Winehouse amb The Amy's Soul,Tributos,,Sarau 08911,Badalona,12,3,,2019/05/31,2019/05/31,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,Tribut Bruce Springsteen amb Manel Fuentes,Tributos,,Sarau 08911,Badalona,12,3,,2019/05/11,2019/05/11,NA,,Para todas las edades,,,
07/04/2019 17:02,Atrapalo,musica,Tribut Spice Girlz,Tributos,,Sarau 08911,Badalona,12,3,,2019/05/18,2019/05/18,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,Tributo - La Voz de Nino,Tributos,,Sala Hall (Málaga),Málaga,8,2,,2019/04/27,2019/04/27,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,Tributo a Mecano - Entre el cielo y el suelo,Tributos,,Sala Copérnico,Madrid,11,7,,2019/05/11,2019/05/11,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,Troppo Barbara,Clásica,,Teatro Círculo,Valencia,9,,,2019/04/17,2019/04/17,80 minutos,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,Una emoción mineral,Conciertos,,Réplika Teatro,Madrid,10,5,,2019/04/27,2019/04/27,NA,,Adultos,,,
07/04/2019 17:02,Atrapalo,musica,V Festival Ingenia Jazz & Wine,Festivales,,Teatro Cofidis Alcázar,Madrid,15,,08 jul al 29 jul,2019/07/08,2019/07/29,NA,,Para todas las edades,,,
